CustomerKey,Prefix,FirstName,LastName,BirthDate,MyUnknownColumn,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Phone_number
11455,MR.,ROSS,SANZ,21-04-1974,,M,M,ross38@learnsector.com,"$100,000 ",0,High School,Management,Y,8645323052
11456,MR.,JON,GAO,07-08-1974,,M,M,jon35@learnsector.com,"$120,000 ",5,Partial High School,Professional,Y,2702864631
11457,MS.,JAIME,GUTIERREZ,21-05-1973,,M,F,jaime12@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,6053709811
11458,MS.,BIANCA,LIU,04-05-1973,,M,F,bianca3@learnsector.com,"$100,000 ",0,High School,Management,Y,2741986087
11459,MS.,TASHA,DENG,13-10-1972,,S,F,tasha1@learnsector.com,"$80,000 ",0,Bachelors,Professional,N,4262874217
11460,MR.,MELVIN,CHANDE,10-07-1972,,S,M,melvin13@learnsector.com,"$90,000 ",0,Bachelors,Professional,N,136775367
11461,MR.,VICTOR,JIMENEZ,25-03-1972,,S,M,victor7@learnsector.com,"$90,000 ",0,Bachelors,Professional,N,7563947896
11462,MS.,LAURA,LIN,19-01-1972,,M,F,laura14@learnsector.com,"$110,000 ",0,High School,Management,Y,8517368750
11463,MS.,ALISHA,BECK,03-12-1972,,M,F,alisha45@learnsector.com,"$110,000 ",0,High School,Management,N,109481628
11464,MR.,ALEJANDRO,HUANG,16-11-1971,,M,M,alejandro8@learnsector.com,"$90,000 ",0,Bachelors,Professional,Y,4973569108
11465,MR.,LOUIS,LUO,19-02-1971,,M,M,louis23@learnsector.com,"$90,000 ",0,Bachelors,Professional,N,881646304
11466,MR.,GRANT,TANG,08-03-1971,,M,M,grant6@learnsector.com,"$150,000 ",0,Partial High School,Management,Y,7596617668
11467,MR.,ARTURO,ZHENG,10-07-1969,,M,M,arturo21@learnsector.com,"$170,000 ",1,Graduate Degree,Management,Y,360842143
11468,MRS.,JACLYN,ANDERSEN,18-06-1975,,M,F,jaclyn37@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,4057713499
11469,MR.,EDWIN,RAJI,16-04-1973,,S,M,edwin44@learnsector.com,"$10,000 ",0,Partial High School,Manual,N,5316902903
11470,MR.,JAY,SUAREZ,25-09-1973,,S,M,jay49@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,1739161509
11471,MS.,LATASHA,SUAREZ,25-09-1973,,S,F,latasha19@learnsector.com,"$30,000 ",0,Partial College,Clerical,Y,1399994078
11472,MR.,KENNETH,KUMAR,04-03-1963,,S,M,kenneth7@learnsector.com,"$60,000 ",3,Bachelors,Professional,Y,8523857791
11473,MS.,GRACE,HENDERSON,08-02-1980,,S,F,grace52@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,6862045384
11474,MR.,MELVIN,XU,22-02-1980,,S,M,melvin5@learnsector.com,"$20,000 ",0,Partial High School,Manual,Y,1512979917
11475,,CESAR,SUBRAM,10-09-1978,,S,NA,cesar12@learnsector.com,"$30,000 ",0,High School,Manual,N,5369675212
11476,MRS.,ERIKA,NAVARRO,17-11-1974,,M,F,erika7@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,396449712
11477,MR.,TRISTAN,HUGHES,25-06-1973,,S,M,tristan12@learnsector.com,"$30,000 ",0,High School,Manual,N,2672162614
11478,MR.,BILLY,HERNANDEZ,25-02-1973,,S,M,billy5@learnsector.com,"$30,000 ",0,High School,Manual,N,3762687634
11479,MR.,DARRYL,WU,22-04-1973,,M,M,darryl6@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,6934368202
11480,MRS.,COLLEEN,MA,03-11-1973,,M,F,colleen16@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,7758217592
11481,MRS.,ERICA,HU,23-05-1973,,M,F,erica19@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,3169701612
11482,MS.,ADRIENNE,TORRES,19-07-1972,,S,F,adrienne8@learnsector.com,"$30,000 ",0,High School,Manual,N,6221635016
11483,MR.,CALVIN,CHANDE,22-05-1972,,M,M,calvin13@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,242361745
11484,MR.,ERICK,SAI,03-06-1972,,S,M,erick5@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,2925595660
11485,MR.,DONALD,CHANDRA,08-07-1972,,M,M,donald4@learnsector.com,"$40,000 ",2,Partial College,Clerical,N,6562745320
11486,MS.,ARIANA,ROGERS,25-05-1971,,S,F,ariana17@learnsector.com,"$10,000 ",0,Partial High School,Manual,Y,6441884937
11487,MS.,MORGAN,JONES,07-09-1971,,S,F,morgan26@learnsector.com,"$10,000 ",0,Partial High School,Manual,N,2368293521
11488,MR.,JERMAINE,LOPEZ,21-09-1971,,S,M,jermaine15@learnsector.com,"$20,000 ",0,Partial High School,Manual,Y,630706368
11489,MS.,DEBORAH,GOEL,03-07-1971,,S,F,deborah21@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,9075373806
11490,MR.,DANNY,RUBIO,01-06-1971,,S,M,danny22@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,1769021799
11491,MR.,ANDRE,PEREZ,04-06-1971,,M,M,andre20@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,6461431086
11492,MR.,TERRENCE,CHANDER,19-11-1971,,S,M,terrence16@learnsector.com,"$30,000 ",0,High School,Manual,N,4789095696
11493,MRS.,DAWN,WU,12-02-1970,,S,F,dawn8@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,7563069387
11495,MR.,FRANCIS,JIMENEZ,09-04-1971,,S,M,francis3@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,7433848982
11496,MR.,GARY,ORTEGA,17-10-1970,,S,M,gary31@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,9711285751
11497,MRS.,KATRINA,NATH,26-11-1970,,S,F,katrina17@learnsector.com,"$40,000 ",2,Partial College,Clerical,Y,2377054085
11499,MR.,PEDRO,VANCE,14-11-1974,,S,M,pedro4@learnsector.com,"$40,000 ",3,Partial College,Clerical,Y,8666798545
11500,MS.,SARAH,SIMMONS,18-09-1974,,S,F,sarah40@learnsector.com,"$40,000 ",0,Graduate Degree,Skilled Manual,Y,7291002022
11501,MRS.,BRANDY,CHANDRA,07-07-1975,,S,F,brandy20@learnsector.com,"$40,000 ",3,Partial College,Clerical,Y,932608305
11502,MR.,JARED,PETERSON,03-07-1975,,S,M,jared8@learnsector.com,"$40,000 ",4,Partial College,Clerical,Y,3201405144
11503,MR.,DENNIS,WU,13-10-1930,,M,M,dennis8@learnsector.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,6365725977
11504,MRS.,JORDAN,BAKER,20-04-1931,,M,F,jordan45@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,1982156392
11505,MS.,JASMINE,POWELL,07-07-1966,,S,F,jasmine48@learnsector.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,3945093733
11506,MR.,NICHOLAS,BROWN,17-05-1966,,S,M,nicholas6@learnsector.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N,7535199828
11507,MS.,ISABELLA,RUSSELL,20-11-1966,,S,F,isabella30@learnsector.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7321521317
11508,MS.,ELIZABETH,WILSON,07-07-1966,,S,F,elizabeth11@learnsector.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,8031174063
11509,MRS.,ROGER,HARUI,26-07-1953,,M,F,roger4@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,3292517629
11510,MR.,SETH,ROBERTS,13-07-1953,,M,M,seth40@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,4592402782
11511,MR.,CALEB,PERRY,14-06-1953,,M,M,caleb4@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,4262057651
11512,MRS.,NATALIE,CAMPBELL,13-08-1954,,S,F,natalie50@learnsector.com,"$20,000 ",3,Partial High School,Manual,Y,5464074553
11513,MRS.,ALYSSA,HOWARD,27-09-1954,,S,F,alyssa38@learnsector.com,"$20,000 ",3,Partial High School,Manual,N,9015863616
11514,MR.,DALTON,DIAZ,20-04-1954,,M,M,dalton67@learnsector.com,"$30,000 ",1,High School,Clerical,Y,9526246492
11515,MRS.,SHANNON,HUANG,25-02-1954,,M,F,shannon6@learnsector.com,"$30,000 ",1,High School,Clerical,Y,6336949073
11516,MRS.,MYA,GONZALES,21-10-1954,,M,F,mya17@learnsector.com,"$30,000 ",1,High School,Clerical,Y,1915952844
11517,MRS.,KATHERINE,BRYANT,20-06-1954,,M,F,katherine44@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,9174475322
11518,MR.,EDWARD,WASHINGTON,05-10-1955,,M,M,edward62@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,7167193813
11520,MRS.,JADA,MORGAN,04-11-1955,,M,F,jada14@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,3788416181
11521,MRS.,ARIANA,PETERSON,12-09-1955,,M,F,ariana4@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,625640396
11522,MR.,CHRISTIAN,HUGHES,23-12-1955,,M,M,christian26@learnsector.com,"$80,000 ",5,Graduate Degree,Skilled Manual,Y,5296404850
11523,MR.,LUCAS,TAYLOR,08-10-1956,,M,M,lucas22@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,7979195202
11524,MRS.,ALYSSA,JACKSON,23-01-1956,,M,F,alyssa11@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,5181322673
11525,MRS.,ARIANA,COOK,01-09-1956,,M,F,ariana19@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,858301199
11526,,KATHERINE,DIAZ,08-06-1956,,M,NA,katherine48@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,5831512764
11527,MRS.,JENNA,GREEN,06-04-1956,,M,F,jenna14@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,3771732317
11528,MRS.,JOAN,WASHINGTON,19-08-1957,,M,F,joan7@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,8918674548
11529,MR.,AUSTIN,BRYANT,16-11-1957,,M,M,austin14@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,6913983353
11530,MR.,ANDREW,MARTINEZ,26-07-1957,,M,M,andrew24@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,6092327724
11531,MRS.,NINA,YUAN,01-07-1957,,M,F,nina7@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,370321168
11532,MRS.,LAUREN,MILLER,26-02-1957,,M,F,lauren24@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,3198784862
11533,MRS.,EBONY,GILL,21-07-1957,,M,F,ebony35@learnsector.com,"$40,000 ",1,Partial College,Clerical,Y,7249263351
11534,MR.,CAMERON,LEWIS,13-11-1958,,S,M,cameron39@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,3446697638
11535,MR.,DEVIN,NELSON,07-03-1958,,M,M,devin32@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,9987953167
11536,MR.,LOGAN,CHOW,17-04-1958,,M,M,logan25@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,6253549636
11537,MR.,DAKOTA,ROSS,24-03-1958,,M,M,dakota3@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,3838997976
11538,MRS.,NICOLE,TAYLOR,28-08-1959,,S,F,nicole9@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N,1189012079
11539,MR.,JUSTIN,WASHINGTON,22-08-1959,,M,M,justin10@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,4798209227
11540,MR.,ALBERTO,NAVARRO,28-01-1959,,S,M,alberto11@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,5564881764
11541,MR.,AIDAN,ROSS,04-12-1959,,S,M,aidan4@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N,6265698510
11542,MR.,ALEJANDRO,TANG,09-10-1968,,S,M,alejandro30@learnsector.com,"$20,000 ",1,Partial College,Manual,N,4532748585
11543,MRS.,SHEENA,CHANDE,17-02-1968,,M,F,sheena13@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,1622402695
11544,MR.,JOEL,GARCIA,05-07-1968,,M,M,joel14@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,209301118
11545,MR.,REGINALD,DOMINGUEZ,25-03-1968,,M,M,reginald20@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,6271269246
11546,MRS.,CHRISTINE,CHANDE,14-03-1968,,M,F,christine10@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,241653641
11547,MS.,CINDY,SAI,03-08-1968,,M,F,cindy6@learnsector.com,"$40,000 ",0,Graduate Degree,Clerical,Y,1265637308
11549,MS.,CRYSTAL,LIANG,09-06-1968,,M,F,crystal17@learnsector.com,"$40,000 ",0,Bachelors,Clerical,Y,4089986954
11550,MS.,DEB,TORRES,08-08-1968,,S,F,deb4@learnsector.com,"$40,000 ",0,Bachelors,Clerical,Y,2974223112
11551,MR.,SHANNON,ALVAREZ,25-05-1967,,S,M,shannon26@learnsector.com,"$10,000 ",3,High School,Manual,Y,2517501008
11552,MR.,EDDIE,RUBIO,27-05-1967,,S,M,eddie21@learnsector.com,,1,Partial College,Manual,N,81011489
11553,MRS.,SHARON,LUO,09-09-1967,,M,F,sharon12@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,7711973340
11554,MRS.,SYDNEY,SIMMONS,28-09-1926,,S,F,sydney37@learnsector.com,"$10,000 ",4,High School,Manual,Y,5945935721
11555,MRS.,ALEXANDRIA,HENDERSON,07-08-1926,,M,F,alexandria5@learnsector.com,"$40,000 ",1,Bachelors,Clerical,Y,691354597
11556,MR.,LUCAS,EVANS,14-05-1967,,M,M,lucas10@learnsector.com,"$20,000 ",1,Partial College,Manual,Y,5144581755
11557,MRS.,FELICIA,RAMOS,15-01-1967,,S,F,felicia16@learnsector.com,"$30,000 ",1,Bachelors,Clerical,N,6954817019
11558,MR.,IVAN,MALHOTRA,22-08-1967,,S,M,ivan3@learnsector.com,"$30,000 ",1,Bachelors,Clerical,N,7163878620
11559,MR.,FREDERICK,SUBRAM,16-12-1967,,S,M,frederick12@learnsector.com,"$30,000 ",1,Bachelors,Clerical,N,2084921413
11560,MRS.,WHITNEY,SRINI,13-08-1967,,S,F,whitney7@learnsector.com,"$30,000 ",1,Bachelors,Clerical,N,6314702691
11561,MRS.,BRIANA,DOMINGUEZ,24-07-1966,,S,F,briana12@learnsector.com,"$10,000 ",5,Partial High School,Manual,Y,8719334457
11562,MR.,JARROD,GONZALEZ,19-04-1966,,M,M,jarrod17@learnsector.com,"$20,000 ",1,High School,Manual,Y,8635189871
11563,MR.,CESAR,SRINI,02-01-1966,,S,M,cesar7@learnsector.com,"$20,000 ",1,High School,Manual,N,7619543775
11564,MR.,JORGE,LIANG,07-12-1966,,S,M,jorge19@learnsector.com,"$20,000 ",1,High School,Manual,N,8462864469
11565,MR.,ERIK,DIAZ,07-02-1966,,S,M,erik4@learnsector.com,"$20,000 ",2,High School,Manual,Y,2866848412
11566,MS.,APRIL,SHAN,09-02-1967,,M,F,april8@learnsector.com,"$40,000 ",0,Bachelors,Clerical,Y,2891374970
11567,MS.,CARLA,PEREZ,23-09-1967,,M,F,carla24@learnsector.com,"$40,000 ",0,Bachelors,Clerical,Y,8234501026
11568,MRS.,ALEXIA,FOSTER,23-10-1966,,S,F,alexia13@learnsector.com,"$20,000 ",2,High School,Manual,Y,3206855388
11569,MR.,TROY,MALHOTRA,05-10-1966,,M,M,troy5@learnsector.com,"$30,000 ",1,Bachelors,Clerical,Y,8191877303
11570,MRS.,KRISTIN,ANDERSEN,22-01-1966,,M,F,kristin14@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,6591103894
11571,MR.,JOEL,SAI,18-05-1966,,M,M,joel5@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,8185511239
11572,MR.,BILLY,MORENO,15-03-1966,,M,M,billy8@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,583411261
11573,MRS.,MEAGAN,SUBRAM,15-11-1965,,S,F,meagan13@learnsector.com,"$20,000 ",2,High School,Manual,Y,1289358484
11574,MRS.,KARLA,LUO,17-07-1965,,S,F,karla6@learnsector.com,"$20,000 ",2,High School,Manual,Y,4409326990
11575,MR.,JACKSON,CAMPBELL,21-04-1965,,S,M,jackson37@learnsector.com,"$20,000 ",2,High School,Manual,Y,1479086539
11576,MR.,MICAH,ZHU,02-10-1965,,M,M,micah1@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,8341382793
11577,MRS.,JANET,SERRANO,22-10-1965,,M,F,janet22@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,3076994793
11578,MRS.,TRISHA,HUANG,11-08-1964,,S,F,trisha0@learnsector.com,"$10,000 ",3,Partial High School,Manual,Y,6892151695
11579,MR.,CLAYTON,BECK,20-08-1964,,S,M,clayton38@learnsector.com,"$20,000 ",3,High School,Manual,Y,1732942904
11580,MR.,MELVIN,RAJE,09-12-1933,,M,M,melvin12@learnsector.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,9738648098
11581,MS.,CINDY,JORDAN,09-04-1966,,M,F,cindy2@learnsector.com,"$40,000 ",0,Bachelors,Professional,Y,1481598385
11582,MRS.,CLAUDIA,MA,13-04-1963,,S,F,claudia14@learnsector.com,"$30,000 ",2,Partial College,Clerical,Y,9682675487
11583,MRS.,KARLA,XU,26-09-1965,,S,F,karla5@learnsector.com,"$30,000 ",2,Partial College,Clerical,Y,5376394542
11584,MR.,DEVIN,CARTER,22-11-1965,,M,M,devin33@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,285814654
11585,MRS.,KARI,PEREZ,03-08-1965,,M,F,kari21@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,4003744060
11586,MR.,ALBERTO,ROMERO,15-12-1965,,M,M,alberto10@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,8201257822
11587,MR.,KEVIN,BRYANT,21-10-1964,,S,M,kevin20@learnsector.com,"$30,000 ",2,Partial College,Clerical,Y,4586762210
11588,MRS.,CANDACE,MEHTA,14-07-1964,,M,F,candace14@learnsector.com,"$30,000 ",2,Partial College,Clerical,N,9497453957
11589,MRS.,EBONY,MALHOTRA,05-04-1964,,M,F,ebony4@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,6564236720
11590,MRS.,ERIKA,DIAZ,18-10-1963,,S,F,erika2@learnsector.com,"$30,000 ",2,Partial College,Clerical,Y,5565835902
11591,MRS.,STACEY,LU,16-05-1963,,S,F,stacey12@learnsector.com,"$30,000 ",3,Partial College,Clerical,Y,8372437189
11592,MR.,DARRELL,RAJI,09-04-1978,,S,M,darrell9@learnsector.com,"$20,000 ",0,High School,Manual,N,2548939298
11593,MR.,ARMANDO,MORENO,25-03-1977,,S,M,armando6@learnsector.com,"$20,000 ",0,High School,Manual,Y,398593178
11594,MR.,COREY,GOEL,11-04-1979,,S,M,corey16@learnsector.com,"$20,000 ",4,High School,Manual,Y,3853398343
11595,MR.,SEBASTIAN,HOWARD,07-02-1979,,S,M,sebastian12@learnsector.com,"$20,000 ",5,High School,Manual,Y,4106053632
11596,MR.,ROGER,RAJE,09-03-1963,,M,M,roger41@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,2885234889
11597,MRS.,JANELLE,CHANDRA,02-06-1978,,S,F,janelle2@learnsector.com,"$30,000 ",3,Partial College,Clerical,Y,1408897382
11598,MRS.,MEREDITH,RUIZ,07-02-1978,,S,F,meredith24@learnsector.com,"$30,000 ",3,Partial College,Clerical,Y,6969101260
11599,MS.,MELODY,DIAZ,16-09-1977,,S,F,melody3@learnsector.com,"$20,000 ",0,High School,Manual,N,68574863
11600,MS.,LINDA,RUBIO,04-07-1977,,S,F,linda36@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,127620874
11601,MR.,IVAN,RAMAN,21-08-1977,,S,M,ivan8@learnsector.com,"$30,000 ",0,Partial College,Clerical,Y,5143292140
11602,MR.,LARRY,GILL,13-04-1977,,S,M,larry16@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,2224903538
11603,MR.,GEOFFREY,GONZALEZ,02-06-1977,,S,M,geoffrey16@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,9418228560
11604,MR.,EDGAR,SANCHEZ,06-03-1977,,S,M,edgar21@learnsector.com,"$30,000 ",0,Partial College,Clerical,Y,1301296861
11605,MS.,HEIDI,SUBRAM,20-11-1976,,S,F,heidi15@learnsector.com,"$20,000 ",0,High School,Manual,N,1568145373
11606,MS.,MELODY,RAMOS,02-03-1975,,S,F,melody17@learnsector.com,"$10,000 ",0,Partial High School,Manual,N,2322579946
11607,MR.,CLINTON,MORENO,05-09-1975,,S,M,clinton3@learnsector.com,"$20,000 ",0,High School,Manual,Y,3684996043
11608,MR.,CESAR,MADAN,03-04-1976,,S,M,cesar6@learnsector.com,"$20,000 ",0,High School,Manual,N,3904274123
11609,MR.,EUGENE,YE,26-06-1976,,S,M,eugene13@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,1431293241
11610,MR.,BLAKE,COLLINS,23-04-1975,,S,M,blake47@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,998858728
11611,MR.,ERNEST,LIN,27-02-1974,,M,M,ernest7@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,9826928469
11612,MR.,KEITH,ANDERSEN,10-11-1974,,S,M,keith16@learnsector.com,"$20,000 ",0,Partial High School,Manual,N,5979499945
11613,MS.,MEREDITH,PRASAD,11-03-1975,,S,F,meredith8@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,4339063510
11614,MS.,KATRINA,SHARMA,17-08-1975,,S,F,katrina8@learnsector.com,"$30,000 ",0,Partial College,Clerical,N,2242117768
11615,MR.,DWAYNE,NAVARRO,21-11-1975,,M,M,dwayne9@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,837896730
11616,MRS.,CASEY,NATH,03-09-1975,,M,F,casey20@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,2618978831
11617,MR.,SEAN,BROOKS,04-04-1959,,S,M,sean8@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N,5415162953
11618,MR.,BRIAN,RAMIREZ,24-04-1959,,M,M,brian19@learnsector.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y,1984821092
11619,MS.,SIERRA,YOUNG,05-01-1973,,S,F,sierra15@learnsector.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,1864593376
11620,MS.,MEGAN,RODRIGUEZ,20-04-1973,,S,F,megan23@learnsector.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,9483149536
11621,MS.,LEAH,SHE,19-02-1973,,S,F,leah19@learnsector.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N,5641161057
11622,MR.,GABRIEL,ALLEN,17-12-1973,,M,M,gabriel53@learnsector.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,3821206226
11623,,ANGELA,PERRY,27-06-1973,,S,NA,angela10@learnsector.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,7328617421
11624,MR.,RYAN,SMITH,23-03-1973,,S,M,ryan39@learnsector.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,8092206576
11625,MR.,ZACHARY,MOORE,19-01-1973,,M,M,zachary37@learnsector.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,5363208204
11626,MRS.,DESTINY,ROGERS,14-06-1973,,M,F,destiny26@learnsector.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,5326488363
11627,MR.,DALTON,GRAY,27-02-1973,,M,M,dalton76@learnsector.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,4455449866
11628,MRS.,MARIAH,WOOD,17-05-1972,,S,F,mariah6@learnsector.com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y,9421513795
11629,MR.,ISAIAH,WRIGHT,02-08-1971,,S,M,isaiah45@learnsector.com,"$40,000 ",4,High School,Skilled Manual,Y,5739025926
11630,MRS.,HALEY,POWELL,25-12-1971,,M,F,haley27@learnsector.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,6891219575
11631,MR.,ANTONIO,BENNETT,13-02-1971,,M,M,antonio1@learnsector.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,9309588273
11633,MR.,THOMAS,ANDERSON,26-05-1972,,M,M,thomas71@learnsector.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,254252090
11634,MR.,SAMUEL,COLLINS,06-12-1972,,M,M,samuel33@learnsector.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,398362131
11635,MR.,DARRELL,CHANDE,14-08-1972,,M,M,darrell4@learnsector.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,5936043419
11636,MRS.,KIMBERLY,COX,22-12-1972,,S,F,kimberly14@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,9454105612
11637,MRS.,MORGAN,HERNANDEZ,14-08-1972,,M,F,morgan15@learnsector.com,"$70,000 ",1,Graduate Degree,Professional,Y,1667862736
11638,MR.,ANTONIO,POWELL,03-12-1972,,M,M,antonio8@learnsector.com,"$70,000 ",1,Graduate Degree,Professional,Y,320912804
11639,MRS.,ANGELICA,PERRY,23-12-1972,,M,F,angelica7@learnsector.com,"$70,000 ",1,Graduate Degree,Professional,Y,6954068471
11640,MRS.,CHLOE,WILSON,05-03-1970,,M,F,chloe40@learnsector.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,9585444777
11641,MR.,JAMES,CHEN,08-12-1970,,M,M,james41@learnsector.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,7168358990
11642,MRS.,MORGAN,HUGHES,26-12-1970,,M,F,morgan81@learnsector.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,712272382
11643,,NAOMI,MUNOZ,27-07-1970,,M,NA,naomi7@learnsector.com,"$50,000 ",1,Bachelors,Skilled Manual,Y,9191632010
11644,MR.,CHARLES,TORRES,10-07-1969,,S,M,charles52@learnsector.com,"$40,000 ",2,Bachelors,Skilled Manual,Y,761573819
11645,MRS.,GABRIELLA,TURNER,19-10-1969,,S,F,gabriella27@learnsector.com,"$40,000 ",2,Bachelors,Skilled Manual,Y,1419436271
11646,MRS.,ANNA,FOSTER,19-03-1969,,S,F,anna41@learnsector.com,"$40,000 ",2,Bachelors,Skilled Manual,Y,3551063208
11647,MR.,RANDY,WU,22-09-1969,,S,M,randy8@learnsector.com,"$40,000 ",2,Bachelors,Skilled Manual,N,6725409693
11648,MR.,KEVIN,SCOTT,16-04-1969,,S,M,kevin50@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,6768488743
11649,MR.,IAN,WHITE,26-01-1969,,M,M,ian12@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,3155107902
11650,MR.,CALEB,HAYES,26-07-1969,,M,M,caleb19@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,4683284824
11651,MRS.,PATRICIA,GARCIA,17-12-1971,,M,F,patricia18@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,3963262739
11652,MR.,SAMUEL,RUSSELL,05-05-1971,,M,M,samuel19@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,2511877004
11653,MRS.,SYDNEY,PETERSON,06-08-1971,,S,F,sydney15@learnsector.com,"$60,000 ",1,Graduate Degree,Professional,Y,6855206387
